episode,stage_index,stage_name,goal_x,goal_y,goal_yaw,goal_mode,local_goal_dx,local_goal_dy,local_goal_dyaw,start_x,start_y,start_yaw,episode_reward,success,collision,timeout,path_length,min_obstacle_distance,initial_DG,final_DG,min_DG,goal_progress,steps,rolling_success_rate,rolling_collision_rate,rolling_avg_steps,rolling_avg_reward,stage_status,actor_loss,critic_loss,alpha
209,6,local_random_offsets,-1.4499339515191942,-0.2499984895962167,2.3567111817845084e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.3,0.0,1011.3514924073099,True,False,False,0.27613545911857096,0.4804111123085022,0.6041522986797286,0.34871449914966834,0.34871449914966834,0.2554377995300603,28,1.0,0.0,38.7,1013.9778463373008,running,0.0,71.66756439208984,0.18990159034729004
210,6,local_random_offsets,-1.2499319964912319,-0.14999800661822815,2.200558515860756e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.5,0.0,1017.2981137903416,True,False,False,0.4992581743169122,0.46213579177856445,0.8276472678623426,0.344674703051434,0.344674703051434,0.48297256481090856,51,1.0,0.0,39.8,1014.2197423693804,running,-684.3011474609375,90.50910949707031,0.18862687051296234
211,6,local_random_offsets,-1.5999311874899407,-0.49999876980680497,2.2309950682010003e-06,random_local_offset,0.4,0.0,0.0,-1.8,-0.5,0.0,1003.494512497417,True,False,False,0.062339742480346086,0.49459362030029297,0.39999999999999997,0.33986571848099206,0.33986571848099206,0.060134281519007904,7,1.0,0.0,37.6,1013.5766311146596,running,0.0,78.96747589111328,0.18860584497451782
212,6,local_random_offsets,-1.1999310261224698,-0.49999777471232265,2.0617369202131188e-06,random_local_offset,0.8,0.0,0.0,-1.8,-0.5,0.0,1016.9893435179345,True,False,False,0.4726669739939717,0.48563918471336365,0.8000000000000002,0.3439446501355149,0.3439446501355149,0.45605534986448526,51,1.0,0.0,37.65,1013.588897580734,running,-679.087890625,128.6017303466797,0.18925808370113373
213,6,local_random_offsets,-1.3999299781824193,-0.4999983882230029,2.458006391548876e-06,random_local_offset,0.6,0.0,0.0,-1.8,-0.5,0.0,1012.208589231503,True,False,False,0.26807970557515404,0.4867098331451416,0.6000000000000001,0.3413794713811414,0.3413794713811414,0.2586205286188587,27,1.0,0.0,37.65,1013.5943088307879,running,0.0,101.9627685546875,0.18976929783821106
214,6,local_random_offsets,-1.399931234361844,-0.4999983461753939,2.1768311092070082e-06,random_local_offset,0.6,0.0,0.0,-1.8,-0.5,0.0,1011.7311846021164,True,False,False,0.26107182415942476,0.48865020275115967,0.5999999999999999,0.3495146188771712,0.3495146188771712,0.25048538112282864,27,1.0,0.0,38.65,1014.0120111982611,running,-686.312255859375,53.02538299560547,0.1915481835603714
215,6,local_random_offsets,-1.24993199051091,-0.14999799929707858,2.208793871211833e-06,random_local_offset,0.75,0.35,0.0,-2.0,-0.3,0.0,1017.5185009573221,True,False,False,0.49960151844456036,0.4413984417915344,0.8276472678623424,0.3400896231701747,0.3400896231701747,0.4875576446921677,49,1.0,0.0,38.55,1013.9915636574569,running,0.0,47.34918212890625,0.19254885613918304
216,6,local_random_offsets,-1.4499317541865502,-0.24999842805420727,2.2496765847540436e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.5,0.0,1011.925625315317,True,False,False,0.27508218971082865,0.4830224812030792,0.6041522986797286,0.3438369873186087,0.3438369873186087,0.26031531136111996,28,1.0,0.0,37.4,1013.7687500179642,running,0.0,52.554725646972656,0.19301645457744598
217,6,local_random_offsets,-1.4499305898901653,-0.24999842250250412,2.350016930928017e-06,random_local_offset,0.55,0.25,0.0,-2.0,-0.3,0.0,1011.5351045797802,True,False,False,0.27330420161141744,0.48100271821022034,0.6041522986797287,0.3477449283673604,0.3477449283673604,0.2564073703123684,28,1.0,0.0,37.4,1013.7105164566332,running,0.0,32.82787322998047,0.1939898282289505
218,6,local_random_offsets,-1.4499297196202205,-0.7499986772637426,2.471062885663018e-06,random_local_offset,0.55,-0.25,0.0,-1.8,-0.5,0.0,1011.9426917609512,True,False,False,0.2638967305389582,0.4831481873989105,0.6041522986797285,0.34700649185370763,0.34700649185370763,0.2571458068260209,26,1.0,0.0,36.15,1013.4645744175128,running,0.0,34.405616760253906,0.19458138942718506
219,6,local_random_offsets,-1.4499317742992786,-0.24999840168704734,2.288777524591966e-06,random_local_offset,0.55,0.25,0.0,-1.8,-0.5,0.0,1011.4502257910798,True,False,False,0.27326747853060074,0.48964783549308777,0.6041522986797285,0.34865982707442733,0.34865982707442733,0.2554924716053012,27,1.0,0.0,34.9,1013.2602983871811,completed,-677.03173828125,55.343597412109375,0.1950606107711792
