stamp_sec,nav2_linear_x,nav2_angular_z,drl_linear_x,drl_angular_z,linear_abs_diff,angular_abs_diff,angular_sign_disagreement,target_source,target_distance,target_heading,nearest_obstacle,safety_stop,drl_target_sign_disagreement,nav2_zero,drl_zero
1777713270.2077487,0.0,1.0,0.06632162630558014,-0.7564754486083984,0.06632162630558014,1.7564754486083984,True,plan_lookahead,0.035,-0.885,0.62,false,False,False,False
1777713270.308098,0.0,1.0,0.06632162630558014,-0.7564754486083984,0.06632162630558014,1.7564754486083984,True,plan_lookahead,0.035,-0.885,0.619,false,False,False,False
1777713270.4084954,0.0,1.0,0.06632162630558014,-0.7564754486083984,0.06632162630558014,1.7564754486083984,True,plan_lookahead,0.035,-0.885,0.619,false,False,False,False
1777713270.508848,0.0,1.0,0.06438573449850082,-0.7268659472465515,0.06438573449850082,1.7268659472465515,True,plan_lookahead,0.035,-0.885,0.619,false,False,False,False
1777713270.609208,0.0,1.0,0.06438573449850082,-0.7268659472465515,0.06438573449850082,1.7268659472465515,True,plan_lookahead,0.035,-0.994,0.613,false,False,False,False
1777713270.7097268,0.0,1.0,0.06438573449850082,-0.7268659472465515,0.06438573449850082,1.7268659472465515,True,plan_lookahead,0.035,-0.994,0.613,false,False,False,False
1777713270.8101652,0.0,1.0,0.051632218062877655,-0.11520029604434967,0.051632218062877655,1.1152002960443497,True,plan_lookahead,0.035,-0.994,0.613,false,False,False,False
1777713270.910562,0.0,1.0,0.051632218062877655,-0.11520029604434967,0.051632218062877655,1.1152002960443497,True,plan_lookahead,0.036,-1.251,0.599,false,False,False,False
1777713271.0112865,0.0,1.0,0.051632218062877655,-0.11520029604434967,0.051632218062877655,1.1152002960443497,True,plan_lookahead,0.036,-1.251,0.599,false,False,False,False
1777713271.1118608,0.0,1.0,0.057275500148534775,-0.43938517570495605,0.057275500148534775,1.439385175704956,True,plan_lookahead,0.036,-1.251,0.599,false,False,False,False
1777713271.212478,0.0,1.0,0.057275500148534775,-0.43938517570495605,0.057275500148534775,1.439385175704956,True,plan_lookahead,0.036,-1.54,0.575,false,False,False,False
1777713271.3140392,0.0,1.0,0.057275500148534775,-0.43938517570495605,0.057275500148534775,1.439385175704956,True,plan_lookahead,0.036,-1.54,0.575,false,False,False,False
1777713271.4148057,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.036,-1.54,0.575,false,False,False,False
1777713271.5155773,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.036,-1.797,0.561,false,False,False,False
1777713271.6167328,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.036,-1.797,0.561,false,False,False,False
1777713271.7173648,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.036,-1.797,0.561,false,False,False,False
1777713271.8180518,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.044,-2.215,0.546,false,False,False,False
1777713271.9196742,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.044,-2.215,0.546,false,False,False,False
1777713272.0200422,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.044,-2.215,0.546,false,False,False,False
1777713272.120754,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.047,-2.562,0.533,false,False,False,False
1777713272.2235131,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.047,-2.562,0.533,false,False,False,False
1777713272.3242583,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.047,-2.562,0.533,false,False,False,False
1777713272.4248683,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.051,-2.538,0.541,false,False,False,False
1777713272.5277357,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.051,-2.538,0.541,false,False,False,False
1777713272.6283357,0.0,1.0,0.03999999910593033,-0.800000011920929,0.03999999910593033,1.800000011920929,True,plan_lookahead,0.051,-2.538,0.541,false,False,False,False
